age,income,credit_score,debt_to_income,employment_years,loan_amount,default
48,21694.04543311657,514,0.8574194800820722,4,90039.89633050264,0
44,11813.87939034885,317,0.7527565471491703,28,19904.27158747923,0
43,75695.64658031407,409,0.6758153680433135,27,46255.99559655294,0
60,29068.70856013067,792,0.4217353458921259,9,23323.30666033155,0
32,25006.381801558608,848,0.03117699812955299,22,58926.99569740599,0
75,28666.27592027901,814,0.8265397944633732,18,55231.631960724306,0
66,17228.497650952395,569,0.8607962613893444,3,13992.405814940039,0
32,20514.963668736054,434,0.48179307219999423,31,83231.70819681836,0
40,28358.90494505353,811,0.644884092779277,19,13126.503166673343,1
42,13521.783117271574,700,0.4776543112691235,27,18476.219074892244,0
61,30994.044396944788,794,0.29615880211048395,35,27800.203519291787,0
21,63168.480480647464,382,0.5402954698545155,22,81536.18275366578,0
53,10509.667176374029,378,0.688598839661634,2,21150.25585298948,0
70,28749.863678274593,607,0.15455649462293075,23,22706.705262727945,0
33,14629.249835086222,325,0.5307154940648422,1,65549.92525533383,0
64,31115.862814348773,466,0.775959715647517,17,83142.91120014344,1
57,26093.772554267416,842,0.47559078711499536,31,70214.4961901689,0
76,56376.230129145944,760,0.15689445897482657,29,54206.19231110528,0
38,51573.868571454994,450,0.8697250248380355,37,65359.79992961984,0
69,10678.129379695896,339,0.6738588522397639,26,55162.55394795657,1
57,32277.33451068977,639,0.6325278525313204,37,36324.26025138013,0
60,32001.49409363714,473,0.6516712977011623,37,69372.68323003719,1
70,39913.048285481855,396,0.24506029449608213,13,69050.86094781263,0
73,27895.12623238193,466,0.4923135729621698,0,63616.0204693863,0
34,29680.951066631937,497,0.32598743910269934,0,63874.41326763875,0
20,13143.726420148785,739,0.833527491658502,39,24388.08615488246,0
24,27200.201917411116,829,0.5887638052004439,7,92792.40796435034,0
29,19765.853140458068,813,0.7172938077504075,16,99232.52337579774,0
18,31002.275643819237,401,0.6603014028142171,0,56006.3725387002,0
60,21009.75625558534,481,0.4837204112073694,13,23154.863620723296,1
54,27545.66482903337,713,0.8048552739678747,12,32410.894082420993,0
23,29973.39159664021,790,0.6153668164628777,29,74225.18793900062,0
63,30257.346629224245,515,0.22678546246468834,12,27941.00850448468,0
77,15185.573168374145,818,0.2907479059628718,2,61257.35953932318,0
78,73819.90428048043,841,0.826967432447986,21,11183.072693688942,0
66,25007.716059475657,550,0.9412313596959871,34,96806.18320710366,0
40,30208.312189145818,544,0.5480036372473748,13,84267.46448853695,0
42,22685.942727723876,504,0.3855406604544852,39,82341.97494140198,0
42,12655.963659768508,787,0.6250118795117672,21,77861.43211107336,0
20,32579.42920894397,335,0.48350667033442896,32,1027.6819364219443,0
21,25189.383934816862,398,0.8416946582032566,11,7752.04849412522,0
47,34351.73241076067,668,0.8329946128337928,23,59313.46105555271,0
50,15796.669298895697,557,0.4561536123564788,4,77095.1528867185,0
46,18654.61628320983,800,0.8045822197108571,8,75776.46646683187,0
21,25183.0659058093,403,0.1929563389901886,1,53392.109787575915,0
31,22564.384523652825,778,0.37391403397710155,30,52568.61885028227,0
38,19089.974401682684,539,0.07960179377679433,28,9665.94513948118,0
24,25195.562030878227,667,0.8077942481082676,28,92936.73060256912,0
38,45021.760969317955,590,0.9752431323358435,35,31975.95838556117,0
73,27692.611544748306,448,0.5767643196104983,29,21779.98082724729,0
24,39596.983190171864,700,0.7664962948349388,21,60072.85559676749,0
18,20253.348408348196,797,0.40159409888503195,20,3339.1708136770703,0
77,22635.2854925934,587,0.561552999511568,11,96150.11567362913,0
51,24873.56618895838,433,0.3473557124560651,6,37211.667550849,0
40,17637.11725085255,753,0.696847367887686,24,30256.183389788377,0
20,24979.04464491762,524,0.24624492572535328,7,16011.523695544965,0
35,48238.35066384911,710,0.1532422509910374,32,51319.90202032912,0
60,52689.79428088149,673,0.8985590990881597,15,39563.7034015763,1
29,43810.00629166712,384,0.8642815183853374,39,31344.404542153716,0
31,25663.98757980678,383,0.8349600825173407,9,14112.177871995005,0
58,15373.969538535663,781,0.8215425954602283,11,33211.0418083508,0
45,74868.59988403435,642,0.7295049784996159,21,82192.83827054041,0
59,17035.671805284303,571,0.8747597378633489,6,79656.02647514832,0
62,47202.35997310073,305,0.2102143226487736,20,57702.34644072162,0
41,26449.456525964197,763,0.870402707564856,39,75510.88225941765,0
41,13141.335773839077,818,0.9177916435442124,37,61635.36863167922,0
20,10499.5273559277,313,0.7160037927801968,21,12429.870963800946,0
76,44144.587464944336,302,0.5993514329292599,8,92648.986945358,0
75,16529.031765676875,786,0.23607030726729616,19,50529.836510642745,0
26,11731.338984475162,687,0.8661606977983219,12,74304.36012791705,0
41,19256.627803414594,786,0.5768274083296525,23,87638.31493348301,0
77,21970.559091441803,467,0.6106692951690255,29,88050.3667920143,0
19,26515.623219816553,705,0.6065613254480533,17,93382.59702910717,0
72,25837.838668664528,762,0.8667794778137039,24,65090.842384854535,0
57,15271.689617433822,431,0.13697716928137615,19,63693.75552943531,0
45,22044.09721527321,805,0.061672332240509165,10,24724.471663008153,0
24,51987.44179065691,535,0.22398375578075036,39,32101.613220902644,1
26,13013.306871904779,322,0.49175975698342345,33,60737.06533527447,0
62,27874.663479157887,431,0.46941585959068644,22,25818.984586049864,0
56,13004.08521779447,751,0.5120309958840543,25,36529.90248560412,0
77,17929.09450505899,573,0.11433524874897572,22,17453.508530107323,0
56,38801.20364600002,300,0.7928924019764925,32,75311.97281385296,0
50,7969.032632721321,843,0.3021239436460116,24,63473.56647462763,0
51,62883.72055101234,465,0.9132299883557977,33,72661.78580350209,1
79,11537.256537298526,709,0.8399633675993396,25,45019.04384355733,0
38,8065.011806362763,596,0.06346232485459735,38,73840.78991073681,0
78,22241.193566400492,392,0.053563917666471395,4,47101.04636299082,1
46,17774.110762981865,395,0.628978533894432,28,53741.6691033506,0
44,16167.235622499931,440,0.07727607721192775,29,13599.509525718528,0
79,30356.095479482778,616,0.5718379593608812,26,4606.838285809232,0
34,13865.936546868348,604,0.07916363378477764,36,74758.29120190468,0
77,29287.054756536334,476,0.47934841923274085,24,89169.74402039159,0
59,33310.492510367716,720,0.4191066337521404,9,36710.78333953866,0
64,11091.110382907511,329,0.5909340143852236,33,84837.73087449418,0
65,36799.08460682849,441,0.3561949920965337,11,28269.13585144628,0
40,32422.722828245776,522,0.14004719063015136,28,73459.07637979195,0
70,47869.86336884306,804,0.8421160818102411,38,58606.78332692011,0
62,22085.81417621559,810,0.2993008225815408,18,4321.657778064768,1
38,14510.223242662578,302,0.06746291966787965,18,24915.6647878682,0
25,41234.29798888791,753,0.5005948238879776,28,63270.73427059898,1
26,22568.628042806162,574,0.8776750059915497,1,21568.50591987399,0
75,54798.835650699824,660,0.2807202249273185,25,59398.84859435575,0
50,31403.348004814517,397,0.4507529371124146,36,70975.34503240023,0
75,21743.210593676173,759,0.4025678740870108,33,35311.77664606871,0
21,14175.400055288255,427,0.04838798894524321,29,69451.17655618288,0
76,20906.47607835504,466,0.8683469663943088,11,64642.8153553155,0
35,35194.60913857684,565,0.7588813177994057,19,98744.02816226009,0
49,10362.28675319089,683,0.09576889271224587,32,61850.430191827065,0
47,17988.28358311626,450,0.13216588012491437,8,28259.988681099643,0
42,9825.83848411709,547,0.01058186203893452,1,25472.2963632036,0
74,13088.544258871387,517,0.9857182211583616,27,66307.82751569583,0
50,16225.850361793458,401,0.4161801960829872,33,11242.356514411891,0
52,19237.83409853833,599,0.9303898067549699,20,23412.992024546875,0
59,26283.010619184322,347,0.42014327093510406,18,1888.0613792447061,1
73,31284.643218082056,630,0.10380036309567764,13,51632.89778071485,0
51,43990.27277252362,534,0.34332418029739253,16,78777.47722569907,0
67,49099.44795701225,812,0.41823162938464764,4,51555.08785041841,0
19,39840.199434376984,396,0.17661435638991585,20,29271.212197076507,0
30,18220.274862141683,650,0.05350785669411384,21,83955.23816519164,0
70,24757.96415277312,389,0.3165182580307694,39,48985.10063865227,0
79,16628.267698402404,498,0.5392932714841355,19,69282.24249614605,0
58,24967.30231964941,399,0.25532609164281184,27,98659.45181631761,0
40,20326.060987821438,729,0.958683970712866,31,81558.57636108492,0
78,12442.221194878803,451,0.48142479110201297,18,85202.08997114103,0
40,45523.28759347683,407,0.13027172118950092,27,12952.233560125853,1
48,51742.62920602431,463,0.4134933200637323,22,54523.96134183457,0
19,15077.526834687862,750,0.7077000849232195,32,99706.38156745015,0
19,28577.573430103632,547,0.4871484107200271,17,33046.24612521392,0
22,15406.90193347338,784,0.3312338926434405,34,5136.903034537109,0
77,21170.851886340464,741,0.1062999939053213,36,4371.055298022576,0
31,16884.90167084778,799,0.4595557331006339,35,97890.4599616142,0
40,16097.484930740718,578,0.09738623289432424,18,43990.13539720608,0
72,24223.604145037327,823,0.37088227008985086,25,29200.236501277144,1
74,8886.781506287176,485,0.11622426673704622,35,51879.4183102523,0
52,16958.818571976804,787,0.6761602984044043,25,61407.31214590413,0
63,164027.40455381753,523,0.772603494496476,6,88196.52496878982,0
18,10192.919560121125,799,0.2434852355291609,22,44821.12013211433,0
58,18212.32387309038,845,0.0747159102273316,4,85454.39996187639,1
65,25439.391238097836,400,0.3470304408819733,22,26758.949054287725,0
66,20134.662694660743,573,0.5605276192644214,35,55303.39345111824,0
57,15033.77632849492,731,0.7679380861997573,31,78376.9537374976,1
79,35739.41766325101,848,0.40289783661232736,14,44825.99310917797,0
32,23734.596380616495,811,0.36594540206281645,26,28476.886411129413,0
47,16127.419758213417,689,0.9083367263188777,16,81091.08657926868,0
38,33814.15467227397,510,0.4496863570491346,19,80919.04578120008,0
25,16921.320303460463,385,0.44721806258919183,15,28948.421325714626,0
24,14222.130653374432,804,0.40999911134662026,27,60882.45700520665,0
58,29551.79450370264,779,0.36321959542240423,30,25390.77294809451,0
51,11458.343896994798,507,0.7284828100204951,15,89734.55233170169,0
74,53046.51359197167,594,0.28178260824453627,13,8436.860158740255,0
59,47006.650157859774,574,0.37877578993844274,9,38848.25727163201,0
54,28953.506093419866,676,0.2822903524028233,1,65362.01016916651,0
65,16463.614791577475,472,0.5703188771920361,32,86163.31825908598,0
70,12914.353985667376,429,0.9603912502347898,21,79741.54934471224,0
49,6085.211724259948,303,0.3902948956046768,1,68726.27388869073,0
50,49413.83982048981,795,0.9682036539571516,6,92680.8403107092,0
23,13565.450585557443,678,0.6566920369974609,29,3403.2208649896734,0
59,26292.79157542221,655,0.7954456235913082,37,97971.48406560362,0
27,24330.606558327447,767,0.3330032416404629,38,35235.493984495515,0
43,9544.73030415778,695,0.22442210582916422,18,75076.81582085486,0
75,16281.47358483414,737,0.5768102334497971,37,28639.927142492823,1
68,12499.886140777591,840,0.9907511199048603,16,42053.194931037964,0
62,32746.207235250506,345,0.7101897435211819,36,87721.76833313705,0
43,33476.098766145165,348,0.6816246585203704,9,45370.63713404688,0
36,19496.131498246275,419,0.4501024194764638,14,88598.67011108932,0
52,14452.479860389285,373,0.8794848084960494,4,55352.53989612174,0
62,24196.915328555442,707,0.6969678201217331,37,27145.75807571279,0
21,38314.071121102665,794,0.6748831565545016,34,49146.9222228845,0
42,10500.999296821636,572,0.29253258094373447,3,9785.608599160309,0
78,63343.95563955921,406,0.9577333986513609,34,48335.7306291704,0
25,19498.721935780017,483,0.2503879164069134,0,78979.12597369535,0
29,20755.874760199767,644,0.523687050207192,16,7816.281244240908,0
71,49085.93827295524,831,0.3395556798693127,20,24109.230703342317,0
41,21420.527167202585,638,0.18077525442314502,21,42822.08212073918,0
41,20898.651191698315,758,0.1440933772034917,4,76025.45016539565,0
34,13950.54728578722,524,0.29288992859473684,35,75357.92782554885,1
42,16505.57281915158,674,0.688979424589333,37,88841.84949877797,0
50,15474.193525727824,824,0.9747820701734983,8,15403.827622578847,0
44,9110.270733762038,355,0.8532670175447791,19,16417.21149254722,0
19,7784.361801690156,539,0.21802734920971434,13,67228.17754454548,0
26,19617.961486137538,574,0.07841280505113235,19,18828.926273650482,0
72,11042.108279366714,705,0.6866806244195268,25,41969.69116336169,0
75,30525.857242697246,413,0.03003449511742995,3,54400.82473056606,0
50,19724.632263738964,844,0.8591227553456192,38,26433.774724954612,0
36,9918.487710222738,413,0.8255477440253394,19,69463.88763985768,0
79,47210.85636525722,731,0.7937003160784186,10,85939.42436077964,0
66,17797.233390932844,801,0.5524203678598674,6,2205.8739945181064,0
22,28496.874452862878,670,0.9735340341151711,30,29637.205798902505,0
64,50114.59899304936,837,0.4583664027632324,7,71507.09914373605,0
37,21656.97881982458,386,0.9865324648043748,22,28283.871781553476,0
41,22181.01146467155,745,0.8818715000285638,14,52772.535012877815,0
74,45209.37578827491,499,0.1265419738931226,0,75889.87869145593,0
48,19016.12556678382,661,0.8948975445502203,9,35027.23959126398,0
61,37668.94057718146,786,0.3048672924017267,23,78968.95644642341,0
21,21225.638576305508,383,0.7682504657985003,14,81797.52154250914,0
49,23984.337085734398,546,0.00020915966628498595,20,99118.24596478931,0
64,23817.411149675678,816,0.2758473762808432,21,43798.9505383839,0
52,18308.0157454279,567,0.7584483750310829,23,48103.90667217602,0
31,16858.38813888448,764,0.9723473156621543,9,78505.86198924412,0
53,15894.047956098142,313,0.17096259111753698,22,86929.87693177842,0
68,11524.045210531298,517,0.45941174108920113,15,51017.77464478093,0
23,17618.477440206792,533,0.5871696937323729,4,3150.6443140713227,0
34,19289.628528288453,344,0.952562554030726,32,46345.432266237156,0
35,27004.659240315097,459,0.45326895612244644,35,23299.13720355655,0
25,21033.159192369632,457,0.9335347299059317,24,10572.3251888231,0
68,37748.38343367673,399,0.9781879674338683,39,34584.67676678549,1
69,36908.84435282448,382,0.9416319536701283,25,39800.16799856921,0
29,43157.837840087006,452,0.7487304643253678,1,98183.355503235,0
34,19907.056253834155,320,0.1262306105249017,33,46069.2946933972,1
48,17060.060759550004,549,0.6024133661166147,30,96789.72196255124,0
68,11117.33990055549,488,0.7535267830795132,39,73506.67312346732,0
18,42370.70856506239,621,0.9549059310451629,18,26055.519443157933,0
28,12366.759191960318,832,0.7779599474946918,36,70494.52782163634,0
59,14036.959880844333,518,0.5389349897665965,17,40863.09623040969,0
33,24658.306910187963,316,0.20516366866225932,2,58348.368728004265,0
54,18874.590052849628,815,0.45705607351854705,6,52407.32002991621,0
66,45417.501339987146,338,0.6383008556670499,22,93249.8753679967,1
45,15006.338726072312,441,0.3245991649236153,36,13841.10762539732,0
26,22349.02048577574,645,0.4564504533190158,0,44949.50259344818,0
72,8722.251596315169,602,0.01736038256555128,6,9035.731960880375,0
76,40785.494167130484,429,0.8790250389368848,21,26219.443539987507,0
25,9529.064902071124,767,0.03476589952715303,2,8607.127290664073,0
42,76409.0963883183,645,0.40929022547728655,18,93931.08712926727,0
27,20770.7674841145,475,0.5109740018760683,29,32174.04651631155,0
57,19078.3024983749,747,0.9724180274278423,8,78347.95817363389,1
20,21680.745612645656,493,0.9351635073309763,34,75105.39994524179,0
72,12874.231264838241,636,0.646360076634874,34,14898.826317532204,0
40,30605.831638375705,478,0.58405366067518,12,14964.148325470996,0
79,17956.76938714486,380,0.36655591103986995,25,38416.72529870337,0
40,18838.88562667872,460,0.04108737807161189,27,57289.88516494049,0
61,41879.65865320638,706,0.26770719932033427,24,43245.77437575855,0
73,9321.873357080513,480,0.8477227589061538,38,77027.80664850946,0
21,19972.683551042126,568,0.6482691803045668,2,54058.44599398748,0
76,20853.974329265675,788,0.8144261567400181,10,88303.01658959458,0
71,23600.66381297636,793,0.8369732802064479,29,59647.4837325124,0
67,16678.8861607921,490,0.06220737317959946,32,59644.582528163635,0
40,18778.806216215984,620,0.3371429434723807,33,66308.4005986579,0
26,55526.2094219005,659,0.6759873939582062,2,60697.42865495627,0
70,28274.781674552305,394,0.8530883507380905,4,61599.6749921462,0
21,14920.146004455304,655,0.8014330506719204,30,45521.288198022085,1
51,30518.463698371543,669,0.4221461332649351,3,9964.0735199177,0
56,22534.976016642806,595,0.9321028493344446,7,37521.70998728889,0
35,31919.452251690418,401,0.3007170921701421,16,77062.02636038078,0
51,19890.62768174028,320,0.37577629025091597,21,4760.7882693096535,1
74,14707.310026130515,382,0.18142083233570705,37,69372.55084577222,1
51,9563.782404512509,666,0.2269205263682873,23,98104.78532981618,0
59,39189.979928541565,848,0.008713122280119667,30,44160.31588839512,0
20,31009.791098643942,684,0.30849072209688155,24,22028.946777522306,0
36,26327.05454433376,632,0.3065701822335025,37,3277.652053219053,0
51,30468.18497903533,338,0.06727508472063481,31,85620.5469663595,0
43,40878.00510325027,346,0.3404778862859883,25,15591.234629761451,0
52,9494.355060193884,611,0.3013832697000378,35,5271.58211804626,0
58,22963.661867515348,409,0.7990545937688205,26,49058.405095433234,0
60,8907.22780832291,485,0.1562466828881267,22,38791.51577673692,0
48,18087.696880425938,484,0.7250824854930812,19,96020.96869957184,1
60,25976.73775804032,626,0.12998630926692756,26,46789.89444151343,0
44,18472.21457962104,409,0.4962338365453428,16,83707.65940967682,0
20,53167.24470611187,499,0.7363839387805174,13,93267.42298401827,0
54,19043.191118124174,472,0.6064556863634988,2,19240.043659653573,0
29,14986.227636879457,620,0.6458770821447191,39,35286.55534194396,0
64,22381.606254536895,815,0.2063707372959106,26,92404.52331966329,0
40,13121.961563943845,360,0.8274027247217929,13,56030.425839936455,0
34,14210.948414552564,470,0.9521144788133501,27,32946.16434174174,0
33,35180.156891556835,446,0.15436944140175513,24,52530.62222443066,0
79,36139.2903188765,641,0.8882671561009182,39,73385.60709214736,0
34,23826.192908350185,428,0.3976916055144728,10,62216.00696196774,0
32,29886.140622187813,350,0.6988352115597309,11,93425.56212737782,0
43,62579.72088191556,584,0.5067205687715085,32,96334.97121240984,0
62,21392.89088360522,555,0.7933392973884418,19,71434.6510073135,0
19,14279.19139164141,322,0.045282551021172845,33,66707.65452690973,0
34,28792.68984994875,360,0.3236867813393146,22,2342.4248114630172,0
18,33443.73488068887,506,0.04748668880205398,18,78585.98005024406,0
47,35131.29488301839,431,0.9416997662614799,35,50444.674640770696,0
49,39030.23840879428,300,0.1701510684563834,0,87589.28302283837,0
47,36223.40951383307,576,0.4245649646673527,9,93377.83508638768,0
59,28567.332851555177,437,0.6414461478322556,0,37531.50723888328,0
21,30271.073616514615,621,0.46150124857874153,4,90641.13254669256,0
59,27048.204293923394,828,0.536542324266033,21,66297.23666564627,0
61,9949.991561799148,545,0.20401755882176542,1,43381.76074091249,0
49,9327.79594153176,795,0.06702904949822786,8,6026.593740265949,1
77,13008.61081894911,775,0.2573883863862306,6,74473.09477645208,0
52,33186.5208433251,412,0.3171565089630086,20,89427.73352226014,0
18,17697.334661142642,425,0.41581388025543786,6,58648.35628337171,0
36,23578.76415380154,565,0.2959501700627055,8,40883.46866065987,0
50,48129.32193368957,540,0.03581096780486659,39,45695.209830280706,0
36,37867.252877452855,437,0.09460796514950154,8,71098.74628854313,0
53,7431.778125345227,545,0.6738183594271665,11,20628.550920890568,0
44,31732.407231870104,537,0.06315334203494549,35,21235.9747394701,0
30,22653.588767166242,602,0.04621360164736943,8,35356.469153207574,0
44,15868.451436560032,820,0.8117862379124127,9,3951.6262354627124,0
63,18699.43853450073,345,0.04124347067628009,9,67225.13945524908,0
31,18830.27476756758,672,0.06873336241061234,16,45375.74271804565,0
41,11432.007662766851,423,0.549512667789216,37,89477.83059797689,1
52,24891.22475140058,367,0.44284442189628304,3,65055.862093213516,0
36,65400.936515394416,737,0.9644518886999973,15,70766.35384825696,1
78,36606.11365425834,801,0.9368466549600626,35,67514.10841203056,0
42,7997.478735805705,623,0.6602186636141277,26,42373.693842637185,0
28,25480.446388184002,660,0.07186742775237664,5,93338.8728441301,0
26,25479.080266788522,684,0.5031900836358992,39,91521.91084387842,1
23,13393.90178722184,754,0.045066781773713815,8,48769.02980274243,0
75,12022.78402928932,709,0.9079371232467436,31,78154.42537462745,0
53,34504.29855116184,348,0.65998301658398,37,98525.15499708879,0
75,23212.89453788537,820,0.5738963195250877,29,33792.406694655576,0
54,17350.169800977026,693,0.42790385376933626,13,62860.491472444126,0
46,29770.440068633176,694,0.5097168645200127,28,57385.88157796179,0
26,63491.53380618573,395,0.4002946301106347,27,54536.574064706045,0
50,25058.903542177693,384,0.09961403294309346,21,93379.3042377939,0
40,25480.80813545956,335,0.6609864515921954,30,13533.241203261754,0
32,21790.27024526632,715,0.9964108406374215,16,52121.82764023304,0
28,18104.02116647395,520,0.112493082810464,16,3559.5966261989984,0
40,33175.22953333508,618,0.99418181071784,14,31502.362025952036,0
43,20004.358180328003,778,0.8996123502938953,31,67831.4302630166,1
18,28281.43385412975,691,0.8941846235967309,27,78260.4940265665,0
47,46644.427435896934,418,0.8312494623850896,10,85572.13996177436,0
34,31964.389563755012,368,0.9235534825866492,38,8584.843098182606,0
64,11651.161869200154,744,0.24642451450457237,16,19271.97131265165,0
63,11315.179905471714,393,0.43715146483972855,11,40748.69945733578,1
58,41218.30922924918,618,0.4798149069732496,38,38740.57976025869,1
40,20825.03017721816,616,0.06798023857243163,8,26139.349441738686,0
53,25094.85273894815,592,0.980955083386067,24,93732.31689196969,0
58,14825.03895571829,815,0.689442550341414,25,53858.01333454753,0
77,29972.29596507143,355,0.45156988724295977,3,66045.1950540837,0
22,56609.80155803097,576,0.9922614900768866,18,75216.17553337036,1
52,23761.07354166222,443,0.27219721251609075,12,54844.525006956515,1
67,30452.82745151508,608,0.3370205697613291,28,83530.59900647904,0
26,41057.57272107176,317,0.19085507239975064,8,98499.23239424881,0
21,51024.77095313811,650,0.1865116378582895,39,39800.012336599335,0
24,15683.515218724327,465,0.188480177209722,6,64724.74703351193,0
18,27087.339049863527,843,0.610836882613,6,32382.59083140975,0
33,41671.27068785677,411,0.29413435570255786,20,7831.237943913305,1
74,47908.285174642115,524,0.9517279110556325,8,3680.18008478433,0
77,17821.528740646485,373,0.8167259791773109,26,24024.699058258342,0
42,15755.103630289572,453,0.16120577502749345,20,17069.242709464168,0
75,20384.095228011443,409,0.8339807164223713,4,72503.99535225889,0
23,18762.62634336002,637,0.3456576935512359,4,46872.616540468596,0
55,19161.750312147,806,0.22776816714767267,7,54469.73756291228,1
31,27064.54027297091,472,0.7820713445352693,14,9096.836980213388,0
71,16807.641411311575,445,0.856998054665862,12,2921.260760197568,0
54,48029.87064061535,698,0.9604490502940365,32,44077.910687517964,1
28,17991.858024066834,401,0.42021918005154724,31,26313.01526764156,0
18,16308.056527772105,826,0.562111387880047,35,62574.858362832136,0
69,12272.019650223894,548,0.6149171963033175,22,51653.44368232675,0
59,41300.33600088034,784,0.6277040993262323,33,83013.84072567198,0
18,11536.770597077664,660,0.4021560690781498,17,84015.47397455917,0
70,27686.045377164624,473,0.15235026981344912,11,54176.05131048561,0
78,31172.293849658883,657,0.07044586570708311,22,90774.36853790727,0
53,5124.452185378805,738,0.9059883873160147,1,93351.31738771056,0
25,11448.806794606546,329,0.3665510331636811,26,25192.026407738686,0
49,18234.61565826909,776,0.180687333357049,30,97772.11399815147,0
50,56798.51000391235,366,0.9835720133597566,21,98606.83886726927,0
25,18236.915947399204,787,0.8029078830916946,4,7431.528533534458,0
31,17124.547201605466,837,0.9811828874199306,16,1234.1756107232422,0
41,15139.763915970598,417,0.2788056477540395,6,6801.262228105574,0
66,15021.95147584377,656,0.4632477682704369,17,35616.49887029144,0
58,16033.381329334283,547,0.8086929754136667,1,80997.03768669884,0
46,15739.672773112265,394,0.5518909017738167,30,50951.65276566891,0
42,15406.870773271019,613,0.3549634611719171,27,30330.509119931343,0
23,15398.061429983527,758,0.15842659422827932,2,6445.47356918576,0
18,18204.336087517193,401,0.5617652078543813,8,40188.74070429542,1
72,35433.21888524674,430,0.5983873499909717,32,4580.138477966964,0
40,12574.523902327193,675,0.7207478866062935,27,18099.636233052694,0
58,15938.817652104759,711,0.7905257342241478,27,87993.63684015689,0
50,16986.186177296393,779,0.11810868832888322,17,76400.93397422554,0
31,22025.9116746217,401,0.6279531144750089,14,99575.72703506667,0
73,15041.733689913437,356,0.7814412572883024,10,89547.84559042133,0
79,62174.36390016427,492,0.3890057226475091,24,85716.01915733446,0
45,29484.137899930425,730,0.2755672757535511,4,18299.6838569934,0
46,35853.79664151307,763,0.47965547450590396,26,65184.17925986253,0
60,24817.215768168237,461,0.3100866018959785,11,60452.90848198117,0
57,44452.49886563552,331,0.5098548183359403,9,91873.01815899057,0
40,12436.93693117455,471,0.3084930768253277,8,78320.8368511131,0
61,16668.309979484657,396,0.4227016124949168,1,77698.823876503,0
55,14642.941353786375,438,0.9151383269573461,8,33149.05090643534,0
66,20217.591966428656,591,0.91660563313799,15,13317.047527254734,0
60,48623.142797413195,440,0.9921789257061947,0,37536.50933106266,0
27,66150.44826632264,612,0.4861233997510014,20,21634.789467030183,0
44,35501.016437192724,497,0.16803880918201874,36,73042.34330812217,0
25,20973.586535089995,720,0.8890266387284333,38,46472.39434894926,0
61,38562.008786985614,431,0.5968432877626102,0,23994.499989738095,0
70,46238.58455592483,664,0.7477200846374037,39,66140.42387648925,0
21,39666.25999532482,837,0.16259419264747488,13,7840.537921533175,0
38,20602.806233355503,765,0.3196981694668196,39,91865.71235672526,0
38,20878.736052702705,568,0.2752180231968241,31,58252.99337379823,0
47,15849.145194621058,371,0.5597562255562535,23,46637.872703534915,0
30,19484.84863620934,602,0.9971752626658099,38,25661.478571680334,0
75,14770.012270157895,680,0.612348695618265,36,55241.48182395338,0
20,21328.359022527362,716,0.5728637264450799,32,29429.641305992503,0
37,21773.06043393878,507,0.7590826418849493,29,40058.23735896388,1
53,14302.815660083234,469,0.3288151811888419,25,88966.00466953845,0
57,84347.18438621213,586,0.253191293473641,13,20220.151639591837,0
22,25541.174919910587,467,0.838044169651214,11,35455.33591676486,0
39,42033.57956844587,514,0.9605515610466894,2,65928.38679838332,1
75,40147.19983398079,415,0.421407356656028,6,72752.78659443525,0
19,58191.52998846438,443,0.041264494395628626,20,12376.823807365941,0
42,13995.51231947892,611,0.1791607219608271,26,93687.49189308062,0
57,16770.28812700508,629,0.8569813257215017,9,3680.2332096086357,0
41,8892.59815110467,847,0.12164475499066818,9,7622.899163527358,0
75,9810.365812630893,522,0.7630062184903054,35,76447.68898386776,0
22,13294.792031543026,535,0.6202449550106269,16,77376.01901514821,0
33,20416.25883164348,768,0.7267330525614711,33,66942.86947906998,0
70,21013.504333741246,541,0.25659054821639804,17,52644.15251217067,1
32,107744.20936956689,603,0.0183299379464541,25,29575.092287521366,0
68,28328.792050208343,792,0.03975443813990143,1,84158.363465412,1
30,35779.39892257475,448,0.7248496814138009,8,70176.74901404594,0
28,23648.033325225053,768,0.6133974331886716,4,96837.02511733561,0
33,11425.621098395306,434,0.840453135291225,25,45977.3384924891,1
35,25549.081632281763,318,0.39924733828898007,14,47582.24691280804,0
42,9827.146335692363,849,0.5555513489928294,24,79347.47323638796,0
64,20125.96484282093,440,0.7835057165671079,25,99311.8307585625,0
55,30454.67238201753,599,0.49665059183484295,27,89744.24234585054,0
57,16422.053945075804,705,0.9933485226745459,22,30450.38717828075,0
21,24256.70334156979,799,0.7428917180831044,20,95408.12673540444,0
70,16301.10930284384,334,0.6833104403890765,21,20598.876790709935,0
75,12673.433844976254,666,0.8015321881550225,18,42723.14283941985,0
65,28111.285850643857,728,0.7771901997374908,9,88807.05224168234,0
38,37133.770498148166,657,0.21969524841986898,35,32031.133470874338,0
28,37087.16415328516,323,0.2103839433431851,30,35871.08301087267,0
75,19524.1233259708,733,0.6060742648134653,30,99481.83342633174,0
69,7421.21951727825,514,0.4360482064435983,34,45651.00731014612,0
76,23020.94713396548,663,0.8715766043092302,10,94797.94236672661,0
51,41550.88019402633,766,0.29010231305542733,16,28129.073937148394,0
47,11414.192775841484,535,0.330859446537615,32,50581.84132175471,0
71,53661.87051950668,422,0.16631374847470282,21,38891.57334902886,0
21,7867.759251911669,764,0.981741969715447,25,56853.46370542427,0
